score_2025,rank_2025,level,source_college,source_major_2025,match_status,match_count,official_college_code,official_college_name,official_major_code,official_major_name_2026,plan_num_2026,major_attr_2026,major_remark_2026,first_subject,reselect_subject,tuition,plan_id
591,"16,621",211,暨南大学,经济学(中外合作办学),exact_school_major,1,0559,暨南大学,6E,经济学(中外合作办学),2,,(广州番禺校区),物理,无限制,100000,1_3_0559_5_6E
591,"16,621",211,江南大学,预防医学,exact_school_major,1,0295,江南大学,28,预防医学,2,,(色盲、色弱及不能准确识别红、黄、绿、兰、紫各种颜色中任何一种颜色的导线、按键、信号灯、几何图形者不予录取),物理,化学,6800,1_3_0295_5_28
591,"16,621",211,海南大学,材料科学与工程,exact_school_major,1,0589,海南大学,10,材料科学与工程,3,,,物理,化学,4600,1_3_0589_5_10
591,"16,621",211,湖南师范大学,化学工程与工艺,exact_school_major,1,0542,湖南师范大学,P4,化学工程与工艺,2,,,物理,化学,6500,1_3_0542_5_P4
591,"16,621",211,辽宁大学,经济统计学,exact_school_major,1,0140,辽宁大学,15,经济统计学,66,,,物理,无限制,5200,1_3_0140_5_15
591,"16,621",211,郑州大学,生物科学类(生物技术、生物信息学、植物科学与技术),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
591,"16,621",211,长安大学,工科试验班(智慧建造长安学堂计划)(土木工程),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
591,"16,621",211,青海大学,机械设计制造及其自动化,exact_school_major,1,0743,青海大学,11,机械设计制造及其自动化,1,,,物理,化学,5460,1_3_0743_5_11
590,"16,970",211,东北林业大学,生态学(拔尖人才成栋班),exact_school_major,1,0225,东北林业大学,55,生态学(拔尖人才成栋班),2,,,物理,化学,5000,1_3_0225_5_55
590,"16,970",211,中国地质大学(武汉),海洋科学类(海洋科学、海洋工程与技术),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
590,"16,970",211,中国地质大学(武汉),应急管理,unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
590,"16,970",211,中国矿业大学(北京),智能建造,exact_school_major,1,1413,中国矿业大学(北京),75,智能建造,2,,,物理,化学,5500,1_3_1413_5_75
590,"16,970",211,中国药科大学,临床药学(中外合作办学),exact_school_major,1,0316,中国药科大学,19,临床药学(中外合作办学),3,,"(不招色盲色弱；第三、四学年赴英国学习,第五学年在国内学习,国外学费另算)",物理,化学,26400,1_3_0316_5_19
590,"16,970",211,云南大学,法学,exact_school_major,1,0673,云南大学,0F,法学,2,,,物理,C,5000,1_3_0673_5_0F
590,"16,970",211,云南大学,化学类(化学、高分子材料与工程、化学工程与工艺、制药工程),exact_school_major,1,0673,云南大学,15,化学类(化学、高分子材料与工程、化学工程与工艺、制药工程),4,,(大类培养分流办法及各专业学费标准详见《云南大学2026年本科招生章程》),物理,化学,5000,1_3_0673_5_15
590,"16,970",211,云南大学,生态学,exact_school_major,1,0673,云南大学,1G,生态学,1,,(菁英班),物理,化学,5600,1_3_0673_5_1G
590,"16,970",211,云南大学,材料科学与工程,exact_school_major,1,0673,云南大学,1J,材料科学与工程,3,,,物理,化学,5600,1_3_0673_5_1J
590,"16,970",211,内蒙古大学,机械工程,exact_school_major,1,0126,内蒙古大学,41,机械工程,1,,,物理,化学,5060,1_3_0126_5_41
590,"16,970",211,北京化工大学,工业设计(中外合作办学)(中意设计双学位),exact_school_major,1,0010,北京化工大学,36,工业设计(中外合作办学)(中意设计双学位),5,,(高收费专业),物理,化学,70000,1_3_0010_5_36
590,"16,970",211,北京林业大学,自然地理与资源环境,unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
590,"16,970",211,华北电力大学(保定),环境工程,exact_school_major_multiple_plan_rows,2,0079,华北电力大学(保定),0T,环境工程,2,,,物理,化学,5500,1_3_0079_5_0T
590,"16,970",211,华北电力大学(保定),环境工程,exact_school_major_multiple_plan_rows,2,0079,华北电力大学(保定),AD,环境工程,1,(高校专项计划),"(特控线上录取)(教育部高校专项计划,只投档符合报考条件的考生)",物理,化学,5500,1_3_0079_5_AD
590,"16,970",211,南京农业大学,工商管理类(工商管理、市场营销、电子商务),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
590,"16,970",211,延边大学,人工智能,exact_school_major,1,0184,延边大学,32,人工智能,2,,,物理,化学,5400,1_3_0184_5_32
590,"16,970",211,江南大学,日语(涉外法治人才卓越创新班),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
590,"16,970",211,河北工业大学,海洋技术,exact_school_major,1,0080,河北工业大学,0Q,海洋技术,2,,"(色弱,色盲不予录取)",物理,化学,5300,1_3_0080_5_0Q
590,"16,970",211,西南交通大学,高分子材料与工程(中外合作办学),exact_school_major,1,0613,西南交通大学,66,高分子材料与工程(中外合作办学),1,,"(西南交通大学与英国利兹大学合作办学,建议小语种考生慎重报考,不招色弱、色盲、单色识别不全。成都东部国际校区)",物理,化学,100000,1_3_0613_5_66
590,"16,970",211,西南大学,植物生产类(农学、园艺、植物保护),exact_school_major_multiple_plan_rows,2,0635,西南大学,01,植物生产类(农学、园艺、植物保护),1,(农林类),(不招色盲、单色识别不全考生),物理,化学,5200,1_3_0635_5_01
590,"16,970",211,西南大学,植物生产类(农学、园艺、植物保护),exact_school_major_multiple_plan_rows,2,0635,西南大学,AB,植物生产类(农学、园艺、植物保护),1,(农林类)(高校专项计划),"(特控线上录取)(不招色盲、单色识别不全考生)(教育部高校专项计划,只投档符合报考条件的考生)",物理,化学,5200,1_3_0635_5_AB
590,"16,970",211,贵州大学,过程装备与控制工程,unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
589,"17,304",211,中国地质大学(北京),地下水科学与工程,exact_school_major,1,1415,中国地质大学(北京),21,地下水科学与工程,3,,(不招色盲、色弱、单色识别不全),物理,化学,5500,1_3_1415_5_21
589,"17,304",211,中国石油大学(北京)克拉玛依校区,机械设计制造及其自动化,exact_school_major,1,9414,中国石油大学(北京)克拉玛依校区,B4,机械设计制造及其自动化,6,,,物理,化学,5100,1_3_9414_5_B4
589,"17,304",211,中国矿业大学(北京),地质类(地质工程、资源勘查工程),exact_school_major,1,1413,中国矿业大学(北京),31,地质类(地质工程、资源勘查工程),5,,,物理,化学,5500,1_3_1413_5_31
589,"17,304",211,云南大学,地理科学,exact_school_major,1,0673,云南大学,17,地理科学,1,,,物理,D,5000,1_3_0673_5_17
589,"17,304",211,内蒙古大学,车辆工程,exact_school_major,1,0126,内蒙古大学,42,车辆工程,1,,,物理,化学,5060,1_3_0126_5_42
589,"17,304",211,内蒙古大学,交通运输,exact_school_major,1,0126,内蒙古大学,4P,交通运输,1,,[色觉异常Ⅱ度(俗称色盲)不予录取],物理,化学,5060,1_3_0126_5_4P
589,"17,304",211,北京体育大学,康复物理治疗,exact_school_major,1,0043,北京体育大学,49,康复物理治疗,2,,"(色盲、色弱者,不予录取)(具体要求详见我校《招生章程》)",物理,化学,6000,1_3_0043_5_49
589,"17,304",211,南京师范大学,环境科学与工程类(环境工程、环境科学),exact_school_major,1,0319,南京师范大学,80,环境科学与工程类(环境工程、环境科学),3,,,物理,化学,6380,1_3_0319_5_80
589,"17,304",211,太原理工大学,智能采矿工程,exact_school_major,1,0112,太原理工大学,5W,智能采矿工程,3,,(虎峪校区),物理,化学,5500,1_3_0112_5_5W
589,"17,304",211,延边大学,通信工程,exact_school_major,1,0184,延边大学,30,通信工程,2,,,物理,化学,5400,1_3_0184_5_30
589,"17,304",211,暨南大学,西班牙语,unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
589,"17,304",211,河北工业大学,工程管理,exact_school_major,1,0080,河北工业大学,0X,工程管理,2,,,物理,化学,5000,1_3_0080_5_0X
589,"17,304",211,西南大学,生物技术(中外合作办学),exact_school_major,1,0635,西南大学,ZC,生物技术(中外合作办学),2,,"(不招色盲、单色识别不全考生)(可选择国内学习3年、国外1年或国内学习4年,在西南大学就读期间学费5万元/年,在外方高校就读期间,按外方高校学费标准缴纳学费。外方合作高校：澳大利亚西澳大学。以英语为主要授课语言,建议非英语语种考生谨慎报考)",物理,化学,50000,1_3_0635_5_ZC
589,"17,304",211,郑州大学,新闻传播学类(广告学、新闻学、网络与新媒体),exact_school_major,1,0459,郑州大学,10,新闻传播学类(广告学、新闻学、网络与新媒体),2,,,物理,无限制,4400,1_3_0459_5_10
589,"17,304",211,青海大学,临床医学,exact_school_major,1,0743,青海大学,50,临床医学,1,,,物理,地理,5770,1_3_0743_5_50
588,"17,653",985,西北农林科技大学,环境科学(中外合作办学),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
588,"17,653",211,东北师范大学,会计学(中外合作办学),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
588,"17,653",211,东北林业大学,动物医学,exact_school_major,1,0225,东北林业大学,11,动物医学,4,,,物理,化学,3000,1_3_0225_5_11
588,"17,653",211,中国地质大学(北京),海洋资源与环境,exact_school_major_multiple_plan_rows,2,1415,中国地质大学(北京),46,海洋资源与环境,2,,"(一年级在北京校区,二年级起在雄安校区；不招色盲、色弱、单色识别不全)",物理,化学,5500,1_3_1415_5_46
588,"17,653",211,中国地质大学(北京),海洋资源与环境,exact_school_major_multiple_plan_rows,2,1415,中国地质大学(北京),AA,海洋资源与环境,1,(高校专项计划),"(一年级在北京校区,二年级起在雄安校区；不招色盲、色弱、单色识别不全)(特控线上录取)(教育部高校专项计划,只投档符合报考条件的考生)",物理,化学,5500,1_3_1415_5_AA
588,"17,653",211,中国地质大学(武汉),管理科学与工程类(信息管理与信息系统、工程管理),exact_school_major,1,0491,中国地质大学(武汉),36,管理科学与工程类(信息管理与信息系统、工程管理),3,,,物理,化学,4500,1_3_0491_5_36
588,"17,653",211,云南大学,地理信息科学,exact_school_major,1,0673,云南大学,18,地理信息科学,1,,,物理,D,5000,1_3_0673_5_18
588,"17,653",211,云南大学,生物技术,exact_school_major,1,0673,云南大学,1E,生物技术,2,,(国家生命科学与技术基地班),物理,化学,5600,1_3_0673_5_1E
588,"17,653",211,内蒙古大学,物理学类(物理学、应用物理学),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
588,"17,653",211,内蒙古大学,生物医学工程,exact_school_major,1,0126,内蒙古大学,4T,生物医学工程,1,,[轻度色觉异常(俗称色弱)不予录取],物理,化学,5060,1_3_0126_5_4T
588,"17,653",211,北京林业大学,家具设计与工程(卓越人才实验班),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
588,"17,653",211,华中农业大学,工商管理类(市场营销、人力资源管理、会计学、财务管理、工商管理),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
588,"17,653",211,南京农业大学,社会学类(法学、社会学、旅游管理、农村区域发展),exact_school_major,1,0307,南京农业大学,29,社会学类(法学、社会学、旅游管理、农村区域发展),2,,,物理,无限制,5200,1_3_0307_5_29
588,"17,653",211,河北工业大学,应用物理学(中外合作办学),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
588,"17,653",211,海南大学,高分子材料与工程,exact_school_major,1,0589,海南大学,11,高分子材料与工程,2,,,物理,化学,4600,1_3_0589_5_11
588,"17,653",211,湖南师范大学,经济学,exact_school_major,1,0542,湖南师范大学,G4,经济学,4,,,物理,无限制,5500,1_3_0542_5_G4
588,"17,653",211,贵州大学,材料类(材料科学与工程、高分子材料与工程),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
588,"17,653",211,辽宁大学,测控技术与仪器(辽宁省高校专项计划),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
588,"17,653",211,郑州大学,水利类(水利水电工程、水文与水资源工程、道路桥梁与渡河工程),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
588,"17,653",211,长安大学,工科试验班(智慧环境与生态修复长安学堂计划)(环境工程),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
587,"18,006",985,中央民族大学,环境科学(中外合作办学),exact_school_major,1,0052,中央民族大学,60,环境科学(中外合作办学),4,,,物理,化学,80000,1_3_0052_5_60
587,"18,006",211,东北农业大学,应用气象学,exact_school_major,1,0224,东北农业大学,15,应用气象学,3,,(不招色盲、单色识别不全考生),物理,化学,5000,1_3_0224_5_15
587,"18,006",211,东北林业大学,计算机科学与技术(中外合作办学),exact_school_major_multiple_plan_rows,2,0225,东北林业大学,H1,计算机科学与技术(中外合作办学),10,,"[该专业与新西兰奥克兰大学合作办学,学生入校后可选择“4+0”或“3+2(校际交流)”培养模式,部分课程以英语授课,建议英语语种考生报考,具体要求详见学校网站介绍]",物理,化学,60000,1_3_0225_5_H1
587,"18,006",211,东北林业大学,计算机科学与技术(中外合作办学),exact_school_major_multiple_plan_rows,2,0225,东北林业大学,H5,计算机科学与技术(中外合作办学),6,,"[该专业与澳大利亚悉尼科技大学合作办学,采取“3+1”培养模式。部分课程以英语授课,建议英语语种考生报考,办学地点：海南国际学院(海南陵水)。具体要求详见学校网站介绍]",物理,化学,100000,1_3_0225_5_H5
587,"18,006",211,中国地质大学(北京),城市地下空间工程,exact_school_major,1,1415,中国地质大学(北京),09,城市地下空间工程,2,,,物理,化学,5500,1_3_1415_5_09
587,"18,006",211,北京体育大学,英语,exact_school_major,1,0043,北京体育大学,16,英语,1,,(具体要求详见我校《招生章程》),物理,无限制,6000,1_3_0043_5_16
587,"18,006",211,华中农业大学,风景园林,exact_school_major,1,0504,华中农业大学,23,风景园林,1,,(不招色盲),物理,无限制,5850,1_3_0504_5_23
587,"18,006",211,湖南师范大学,药学,exact_school_major,1,0542,湖南师范大学,U3,药学,2,,"(医学部,咸嘉湖校区)",物理,化学,7800,1_3_0542_5_U3
587,"18,006",211,湖南师范大学,新闻传播学类(新闻学、编辑出版学、网络与新媒体),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
587,"18,006",211,辽宁大学,经济学类(经济学、国民经济管理),exact_school_major,1,0140,辽宁大学,12,经济学类(经济学、国民经济管理),61,,,物理,无限制,5980,1_3_0140_5_12
587,"18,006",211,辽宁大学,数学与应用数学,exact_school_major,1,0140,辽宁大学,50,数学与应用数学,74,,,物理,化学,5200,1_3_0140_5_50
586,"18,370",985,中国农业大学,农林经济管理(中外合作办学),exact_school_major,1,0019,中国农业大学,32,农林经济管理(中外合作办学),2,,"[国内学习一年级8.8万元/(生/年),二年级起9.5万元/(生/年)；出国学习由合作院校按留学生标准收费。学生国内就读三年后,必须赴俄克拉荷马州立大学交流学习一年,达成美方学分与专业毕业要求方可顺利毕业。详细信息请向学校咨询]",物理,无限制,待定,1_3_0019_5_32
586,"18,370",211,东北农业大学,食品科学与工程类(食品科学与工程、食品质量与安全、粮食工程、乳品工程、食品营养与健康),exact_school_major,1,0224,东北农业大学,35,食品科学与工程类(食品科学与工程、食品质量与安全、粮食工程、乳品工程、食品营养与健康),10,,(不招色弱、色盲、单色识别不全考生),物理,化学,5500,1_3_0224_5_35
586,"18,370",211,中国地质大学(武汉),土地资源管理,exact_school_major,1,0491,中国地质大学(武汉),48,土地资源管理,2,,,物理,化学,4500,1_3_0491_5_48
586,"18,370",211,中国石油大学(北京)克拉玛依校区,计算机类(软件工程、数据科学与大数据技术),exact_school_major,1,9414,中国石油大学(北京)克拉玛依校区,A7,计算机类(软件工程、数据科学与大数据技术),9,,,物理,化学,4500,1_3_9414_5_A7
586,"18,370",211,内蒙古大学,应用化学,exact_school_major,1,0126,内蒙古大学,3G,应用化学,1,,[轻度色觉异常(俗称色弱)不予录取],物理,化学,5060,1_3_0126_5_3G
586,"18,370",211,南京师范大学,海洋资源与环境,exact_school_major,1,0319,南京师范大学,81,海洋资源与环境,4,,,物理,化学,6050,1_3_0319_5_81
586,"18,370",211,太原理工大学,水文与水资源工程,exact_school_major,1,0112,太原理工大学,0Q,水文与水资源工程,3,,(明向校区),物理,化学,5500,1_3_0112_5_0Q
586,"18,370",211,延边大学,机械设计制造及其自动化,exact_school_major,1,0184,延边大学,33,机械设计制造及其自动化,2,,,物理,化学,5400,1_3_0184_5_33
586,"18,370",211,海南大学,生物育种科学,exact_school_major,1,0589,海南大学,1P,生物育种科学,2,,"(一年级在儋州校区,二、三、四年级在崖州校区)",物理,化学,4600,1_3_0589_5_1P
586,"18,370",211,湖南师范大学,金融学,exact_school_major,1,0542,湖南师范大学,G6,金融学,2,,,物理,无限制,5500,1_3_0542_5_G6
586,"18,370",211,西北大学,文物保护技术,exact_school_major,1,0697,西北大学,58,文物保护技术,3,,,物理,化学,5500,1_3_0697_5_58
586,"18,370",211,西北大学,地质类(地质工程、资源勘查工程),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
586,"18,370",211,贵州大学,制药工程,exact_school_major,1,0657,贵州大学,7B,制药工程,2,,(不招色弱色盲及单色识别不全者),物理,化学,5040,1_3_0657_5_7B
586,"18,370",211,贵州大学,化学工程与工艺,exact_school_major,1,0657,贵州大学,Z3,化学工程与工艺,3,,(不招色弱色盲及单色识别不全者),物理,化学,5040,1_3_0657_5_Z3
585,"18,711",211,中国石油大学(北京)克拉玛依校区,油气储运工程,exact_school_major,1,9414,中国石油大学(北京)克拉玛依校区,B1,油气储运工程,7,,,物理,化学,5100,1_3_9414_5_B1
585,"18,711",211,北京体育大学,智能体育工程,exact_school_major,1,0043,北京体育大学,14,智能体育工程,1,,(具体要求详见我校《招生章程》),物理,无限制,5000,1_3_0043_5_14
585,"18,711",211,华中农业大学,环境科学与工程类[农业资源与环境(国家卓越农林人才计划)、环境工程、环境科学、环境生态工程、生态学],unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
585,"18,711",211,华中农业大学,水产类[水产养殖学(国家卓越农林人才计划)、水族科学与技术],exact_school_major,1,0504,华中农业大学,24,水产类[水产养殖学(国家卓越农林人才计划)、水族科学与技术],4,,(不招色盲),物理,化学,4500,1_3_0504_5_24
585,"18,711",211,华中农业大学,社会学类(社会学、社会工作),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
585,"18,711",211,南京农业大学,风景园林,unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
585,"18,711",211,四川农业大学,农业机械化及其自动化,exact_school_major,1,0626,四川农业大学,38,农业机械化及其自动化,4,,(成都校区),物理,化学,6240,1_3_0626_5_38
585,"18,711",211,太原理工大学,工程管理,exact_school_major,1,0112,太原理工大学,1N,工程管理,2,,(明向校区),物理,无限制,5100,1_3_0112_5_1N
585,"18,711",211,延边大学,数学类(数学与应用数学、统计学),exact_school_major,1,0184,延边大学,45,数学类(数学与应用数学、统计学),2,,"(数学与应用数学含师范、非师范,第一学年末分流)",物理,化学,5000,1_3_0184_5_45
585,"18,711",211,武汉理工大学,生物科学类(中外合作办学)[生物技术(中外合作办学)、制药工程(中外合作办学)],exact_school_major,1,0497,武汉理工大学,50,生物科学类(中外合作办学)[生物技术(中外合作办学)、制药工程(中外合作办学)],4,,"(与法国艾克斯马赛大学合办,""4+0""模式,部分课程以法语作为教学和考核语言,学生入校后第一年须安排法语强化学习,法语达到欧洲共同语言参考标准B1水平方可注册第二学年法方学籍,不招收色盲、色弱、单色识别异常考生)",物理,化学,39800,1_3_0497_5_50
585,"18,711",211,海军军医大学,护理学,exact_school_major,1,J017,海军军医大学,AG,护理学,1,,"(仅招收普通高中应届毕业生,政治面貌须为共青团员或中共党员,特控线上录取；色盲、色弱、单色不能识别考生不予录取)",物理,化学,5000,1_3_J017_5_AG
585,"18,711",211,海南大学,智能科学与技术(中外合作办学),exact_school_major,1,0589,海南大学,2P,智能科学与技术(中外合作办学),2,,"(大部分课程采用英文教材和英语授课,非英语语种考生慎报)",物理,化学,85000,1_3_0589_5_2P
585,"18,711",211,贵州大学,水利水电工程,exact_school_major,1,0657,贵州大学,W3,水利水电工程,2,,,物理,化学,5040,1_3_0657_5_W3
584,"19,074",985,西北农林科技大学,植物保护(中外合作办学),exact_school_major,1,0712,西北农林科技大学,69,植物保护(中外合作办学),2,,(色弱色盲不能录取),物理,化学,70000,1_3_0712_5_69
584,"19,074",211,中国石油大学(北京)克拉玛依校区,石油工程,exact_school_major,1,9414,中国石油大学(北京)克拉玛依校区,A4,石油工程,5,,,物理,化学,5100,1_3_9414_5_A4
584,"19,074",211,中国石油大学(北京)克拉玛依校区,化学工程与工艺,exact_school_major_multiple_plan_rows,2,9414,中国石油大学(北京)克拉玛依校区,AB,化学工程与工艺,2,(高校专项计划),"(特控线上录取)(教育部高校专项计划,只投档符合报考条件的考生)",物理,化学,5100,1_3_9414_5_AB
584,"19,074",211,中国石油大学(北京)克拉玛依校区,化学工程与工艺,exact_school_major_multiple_plan_rows,2,9414,中国石油大学(北京)克拉玛依校区,B2,化学工程与工艺,7,,,物理,化学,5100,1_3_9414_5_B2
584,"19,074",211,中国矿业大学(北京),城市地下空间工程,exact_school_major,1,1413,中国矿业大学(北京),74,城市地下空间工程,3,,,物理,化学,5500,1_3_1413_5_74
584,"19,074",211,云南大学,生物科学类(生物科学、生物技术),exact_school_major,1,0673,云南大学,1F,生物科学类(生物科学、生物技术),2,,(大类培养分流办法及各专业学费标准详见《云南大学2026年本科招生章程》),物理,化学,5600,1_3_0673_5_1F
584,"19,074",211,南京农业大学,园林,exact_school_major,1,0307,南京农业大学,11,园林,2,,(不招色盲色弱且不招单色识别不全者),物理,生物,2500,1_3_0307_5_11
584,"19,074",211,四川农业大学,农学,exact_school_major,1,0626,四川农业大学,01,农学,4,,(成都校区),物理,化学,5760,1_3_0626_5_01
584,"19,074",211,四川农业大学,财务管理,exact_school_major,1,0626,四川农业大学,32,财务管理,4,,(成都校区),物理,无限制,5760,1_3_0626_5_32
584,"19,074",211,新疆大学,自动化,exact_school_major,1,0755,新疆大学,8M,自动化,4,,,物理,化学,5175,1_3_0755_5_8M
584,"19,074",211,湖南师范大学,临床医学,exact_school_major,1,0542,湖南师范大学,U2,临床医学,4,,"(医学部,咸嘉湖校区)",物理,化学,7800,1_3_0542_5_U2
584,"19,074",211,西南交通大学,土木工程(中外合作办学),exact_school_major,1,0613,西南交通大学,70,土木工程(中外合作办学),1,,"(西南交通大学与英国利兹大学合作办学,建议小语种考生慎重报考。成都东部国际校区)",物理,化学,100000,1_3_0613_5_70
584,"19,074",211,辽宁大学,英语,exact_school_major,1,0140,辽宁大学,33,英语,10,,(只招外语语种为英语考生),物理,无限制,5980,1_3_0140_5_33
583,"19,435",211,东北农业大学,智慧农业,exact_school_major,1,0224,东北农业大学,03,智慧农业,3,,(不招色弱、色盲、单色识别不全考生),物理,化学,5000,1_3_0224_5_03
583,"19,435",211,东北林业大学,林学类(林学、森林保护),exact_school_major,1,0225,东北林业大学,01,林学类(林学、森林保护),10,,,物理,化学,3000,1_3_0225_5_01
583,"19,435",211,东北林业大学,物理学,exact_school_major,1,0225,东北林业大学,34,物理学,8,,,物理,化学,2500,1_3_0225_5_34
583,"19,435",211,东北林业大学,工业设计,exact_school_major,1,0225,东北林业大学,49,工业设计,8,,,物理,化学,3500,1_3_0225_5_49
583,"19,435",211,中国地质大学(武汉),土木类(土木工程、城市地下空间工程),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
583,"19,435",211,中国石油大学(北京)克拉玛依校区,过程装备与控制工程,exact_school_major,1,9414,中国石油大学(北京)克拉玛依校区,B5,过程装备与控制工程,5,,,物理,化学,5100,1_3_9414_5_B5
583,"19,435",211,中国矿业大学(北京),土木工程,unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
583,"19,435",211,北京工业大学,金融学(中外合作办学),exact_school_major,1,0005,北京工业大学,73,金融学(中外合作办学),5,,"(学费9.5万/学年,第一年在平乐园校区,第二、三、四学年根据学校规划安排在平乐园校区或房山校区)",物理,无限制,95000,1_3_0005_5_73
583,"19,435",211,南昌大学,预防医学,exact_school_major,1,0403,南昌大学,78,预防医学,2,,(不招色弱、色盲、单色不能识别的考生。),物理,化学,5550,1_3_0403_5_78
583,"19,435",211,太原理工大学,应急技术与管理,exact_school_major,1,0112,太原理工大学,0J,应急技术与管理,3,,(明向校区),物理,化学,5500,1_3_0112_5_0J
583,"19,435",211,太原理工大学,建筑环境与能源应用工程,exact_school_major,1,0112,太原理工大学,0Y,建筑环境与能源应用工程,3,,(明向校区),物理,化学,5500,1_3_0112_5_0Y
583,"19,435",211,新疆大学,机械工程,exact_school_major,1,0755,新疆大学,6S,机械工程,3,,,物理,化学,5175,1_3_0755_5_6S
583,"19,435",211,西北大学,城乡规划,unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
583,"19,435",211,辽宁大学,工程力学,exact_school_major,1,0140,辽宁大学,62,工程力学,62,,,物理,化学,5200,1_3_0140_5_62
583,"19,435",211,郑州大学,基础医学,exact_school_major,1,0459,郑州大学,78,基础医学,4,,(不招收色盲、色弱及单色识别不全考生),物理,化学,6300,1_3_0459_5_78
583,"19,435",211,青海大学,动物医学,exact_school_major,1,0743,青海大学,45,动物医学,1,,,物理,化学,5250,1_3_0743_5_45
582,"19,804",211,东北林业大学,材料类(材料化学、高分子材料与工程),exact_school_major,1,0225,东北林业大学,08,材料类(材料化学、高分子材料与工程),10,,,物理,化学,3500,1_3_0225_5_08
582,"19,804",211,东北林业大学,食品科学与工程,exact_school_major,1,0225,东北林业大学,60,食品科学与工程,6,,,物理,化学,3500,1_3_0225_5_60
582,"19,804",211,华南师范大学,教育技术学(智能教育创新班),unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
582,"19,804",211,太原理工大学,采矿工程,exact_school_major,1,0112,太原理工大学,0Z,采矿工程,3,,(虎峪校区),物理,化学,5500,1_3_0112_5_0Z
582,"19,804",211,太原理工大学,给排水科学与工程,exact_school_major,1,0112,太原理工大学,3G,给排水科学与工程,3,,(明向校区),物理,化学,5500,1_3_0112_5_3G
582,"19,804",211,海南大学,化学,exact_school_major,1,0589,海南大学,0R,化学,2,,,物理,化学,4600,1_3_0589_5_0R
582,"19,804",211,海南大学,食品科学与工程,exact_school_major,1,0589,海南大学,1J,食品科学与工程,2,,"(一、二年级在海甸校区,三、四年级在观澜湖校区城西教学点)",物理,化学,4600,1_3_0589_5_1J
582,"19,804",211,西南交通大学,安全工程(中外合作办学),exact_school_major,1,0613,西南交通大学,72,安全工程(中外合作办学),2,,"(西南交通大学与美国俄克拉荷马州立大学合作举办的中外合作办学项目,建议小语种考生慎重报考)",物理,化学,78000,1_3_0613_5_72
582,"19,804",211,辽宁大学,数字经济,exact_school_major,1,0140,辽宁大学,23,数字经济,79,,,物理,无限制,5200,1_3_0140_5_23
581,"20,146",211,东北农业大学,制药工程,exact_school_major,1,0224,东北农业大学,34,制药工程,3,,(不招色弱、色盲、单色识别不全考生),物理,化学,5000,1_3_0224_5_34
581,"20,146",211,东北农业大学,水利类(水利水电工程、水文与水资源工程、农业水利工程),exact_school_major,1,0224,东北农业大学,43,水利类(水利水电工程、水文与水资源工程、农业水利工程),10,,,物理,化学,5000,1_3_0224_5_43
581,"20,146",211,东北林业大学,地理信息科学,exact_school_major,1,0225,东北林业大学,03,地理信息科学,8,,,物理,化学,4000,1_3_0225_5_03
581,"20,146",211,东北林业大学,智能建造与智慧交通,exact_school_major,1,0225,东北林业大学,31,智能建造与智慧交通,4,,,物理,化学,5500,1_3_0225_5_31
581,"20,146",211,中国石油大学(北京)克拉玛依校区,人工智能,exact_school_major,1,9414,中国石油大学(北京)克拉玛依校区,A8,人工智能,4,,,物理,化学,4500,1_3_9414_5_A8
581,"20,146",211,中国石油大学(北京)克拉玛依校区,数学与应用数学,unmatched_name_changed_or_not_in_2026_physics_plan,0,,,,,,,,,,,
