批次代码,批次名称,院校代号,院校国标代码,院校名称,院校省份,办学性质,专业代号,专业国标代码,专业名称,专业属性,计划数,首选科目代码,首选科目,再选科目代码,再选科目,学制,学费,专业备注,计划ID
3,普通类本科批,0611,10611,重庆大学,重庆,公办,D9,00600,工科试验班(智能汽车领航班)[车辆工程、人工智能、数据科学与大数据技术、智能感知工程、通信工程、自动化(等智能汽车领域相关专业)],,2,04,物理,A,化学,四年,6440,"(2+1+1交叉培养；第三学年分流,结合领航班培养方案及学生意愿确定智能汽车领域相关专业)",1_3_0611_5_D9
3,普通类本科批,0613,10613,西南交通大学,四川,公办,01,080601,电气工程及其自动化,,4,04,物理,A,化学,四年,6240,,1_3_0613_5_01
3,普通类本科批,0613,10613,西南交通大学,四川,公办,02,080610,大功率半导体科学与工程,,2,04,物理,A,化学,四年,6240,,1_3_0613_5_02
3,普通类本科批,0613,10613,西南交通大学,四川,公办,03,0807,电子信息类(微电子科学与工程、电子科学与技术),,3,04,物理,A,化学,四年,6240,,1_3_0613_5_03
3,普通类本科批,0613,10613,西南交通大学,四川,公办,04,080701,电子信息工程,,3,04,物理,A,化学,四年,6240,,1_3_0613_5_04
3,普通类本科批,0613,10613,西南交通大学,四川,公办,05,080703,通信工程,,4,04,物理,A,化学,四年,6240,,1_3_0613_5_05
3,普通类本科批,0613,10613,西南交通大学,四川,公办,06,080714,电子信息科学与技术,,2,04,物理,A,化学,四年,6240,,1_3_0613_5_06
3,普通类本科批,0613,10613,西南交通大学,四川,公办,08,080802,轨道交通信号与控制,,2,04,物理,A,化学,四年,6240,,1_3_0613_5_08
3,普通类本科批,0613,10613,西南交通大学,四川,公办,09,080717,人工智能,,3,04,物理,A,化学,四年,6240,,1_3_0613_5_09
3,普通类本科批,0613,10613,西南交通大学,四川,公办,10,0809,计算机类(计算机科学与技术、软件工程),,4,04,物理,A,化学,四年,6240,,1_3_0613_5_10
3,普通类本科批,0613,10613,西南交通大学,四川,公办,11,080910,数据科学与大数据技术,,2,04,物理,A,化学,四年,6240,,1_3_0613_5_11
3,普通类本科批,0613,10613,西南交通大学,四川,公办,12,0818,交通运输类(交通运输、交通工程),,3,04,物理,A,化学,四年,6240,,1_3_0613_5_12
3,普通类本科批,0613,10613,西南交通大学,四川,公办,14,120602,物流工程,,2,04,物理,A,化学,四年,5760,,1_3_0613_5_14
3,普通类本科批,0613,10613,西南交通大学,四川,公办,15,0802,机械类(机械设计制造及其自动化、测控技术与仪器、工业工程),,5,04,物理,A,化学,四年,6240,,1_3_0613_5_15
3,普通类本科批,0613,10613,西南交通大学,四川,公办,16,080205,工业设计,,2,04,物理,A,化学,四年,6240,,1_3_0613_5_16
3,普通类本科批,0613,10613,西南交通大学,四川,公办,17,080207,车辆工程,,3,04,物理,A,化学,四年,6240,,1_3_0613_5_17
3,普通类本科批,0613,10613,西南交通大学,四川,公办,18,0805,能源动力类(建筑环境与能源应用工程、能源与动力工程),,2,04,物理,A,化学,四年,6240,,1_3_0613_5_18
3,普通类本科批,0613,10613,西南交通大学,四川,公办,19,080808,智能工程与创意设计,,2,04,物理,A,化学,四年,6240,,1_3_0613_5_19
3,普通类本科批,0613,10613,西南交通大学,四川,公办,21,080803,机器人工程,,2,04,物理,A,化学,四年,6240,,1_3_0613_5_21
3,普通类本科批,0613,10613,西南交通大学,四川,公办,22,080904,信息安全,,2,04,物理,A,化学,四年,6240,,1_3_0613_5_22
3,普通类本科批,0613,10613,西南交通大学,四川,公办,23,081001,土木工程(土木与大数据双学位),,3,04,物理,A,化学,四年,6240,(土木工程+数据科学与大数据技术双学士学位),1_3_0613_5_23
3,普通类本科批,0613,10613,西南交通大学,四川,公办,24,082801,建筑学(建筑学与大数据双学位),,3,04,物理,A,化学,五年,6240,(建筑学+数据科学与大数据技术双学士学位),1_3_0613_5_24
3,普通类本科批,0613,10613,西南交通大学,四川,公办,25,140003,低空技术与工程,,1,04,物理,A,化学,四年,6240,,1_3_0613_5_25
3,普通类本科批,0613,10613,西南交通大学,四川,公办,26,140004,集成电路科学与工程,,2,04,物理,A,化学,四年,6240,,1_3_0613_5_26
3,普通类本科批,0613,10613,西南交通大学,四川,公办,27,070101,数学与应用数学,,1,04,物理,A,化学,四年,6240,,1_3_0613_5_27
3,普通类本科批,0613,10613,西南交通大学,四川,公办,28,070202,应用物理学,,3,04,物理,A,化学,四年,6240,(不招色盲、单色识别不全),1_3_0613_5_28
3,普通类本科批,0613,10613,西南交通大学,四川,公办,29,070301,化学,,2,04,物理,A,化学,四年,6240,(不招色弱、色盲、单色识别不全),1_3_0613_5_29
3,普通类本科批,0613,10613,西南交通大学,四川,公办,31,071201,统计学,,2,04,物理,A,化学,四年,6240,,1_3_0613_5_31
3,普通类本科批,0613,10613,西南交通大学,四川,公办,32,080102,工程力学,,2,04,物理,A,化学,四年,6240,,1_3_0613_5_32
3,普通类本科批,0613,10613,西南交通大学,四川,公办,33,080213,智能制造工程,,3,04,物理,A,化学,四年,6240,成都东部国际校区,1_3_0613_5_33
3,普通类本科批,0613,10613,西南交通大学,四川,公办,34,080503,新能源科学与工程,,3,04,物理,A,化学,四年,6240,成都东部国际校区,1_3_0613_5_34
3,普通类本科批,0613,10613,西南交通大学,四川,公办,35,081008,智能建造,,3,04,物理,A,化学,四年,6240,成都东部国际校区,1_3_0613_5_35
3,普通类本科批,0613,10613,西南交通大学,四川,公办,36,081811,智慧交通,,1,04,物理,A,化学,四年,6240,成都东部国际校区,1_3_0613_5_36
3,普通类本科批,0613,10613,西南交通大学,四川,公办,38,081001,土木工程,(高校专项计划),1,04,物理,A,化学,四年,6240,"(特控线上录取)(教育部高校专项计划,只投档符合报考条件的考生)",1_3_0613_5_38
3,普通类本科批,0613,10613,西南交通大学,四川,公办,40,081006,道路桥梁与渡河工程,,3,04,物理,A,化学,四年,6240,,1_3_0613_5_40
3,普通类本科批,0613,10613,西南交通大学,四川,公办,41,081007,铁道工程,,3,04,物理,A,化学,四年,6240,,1_3_0613_5_41
3,普通类本科批,0613,10613,西南交通大学,四川,公办,42,0812,测绘类(测绘工程、遥感科学与技术、地理信息科学),,2,04,物理,A,化学,四年,6240,,1_3_0613_5_42
3,普通类本科批,0613,10613,西南交通大学,四川,公办,46,082505,环保设备工程,,2,04,物理,A,化学,四年,6240,,1_3_0613_5_46
3,普通类本科批,0613,10613,西南交通大学,四川,公办,50,0804,材料类(材料科学与工程、材料成型及控制工程),,5,04,物理,A,化学,四年,6240,,1_3_0613_5_50
3,普通类本科批,0613,10613,西南交通大学,四川,公办,51,080407,高分子材料与工程,,1,04,物理,A,化学,四年,6240,(不招色弱、色盲、单色识别不全),1_3_0613_5_51
3,普通类本科批,0613,10613,西南交通大学,四川,公办,52,081302,制药工程,,2,04,物理,A,化学,四年,6240,(不招色弱、色盲、单色识别不全),1_3_0613_5_52
3,普通类本科批,0613,10613,西南交通大学,四川,公办,53,082601,生物医学工程,,4,04,物理,A,化学,四年,6240,(不招色弱、色盲、单色识别不全),1_3_0613_5_53
3,普通类本科批,0613,10613,西南交通大学,四川,公办,56,020301,金融学,,1,04,物理,A,化学,四年,5760,,1_3_0613_5_56
3,普通类本科批,0613,10613,西南交通大学,四川,公办,57,120102,信息管理与信息系统,,2,04,物理,A,化学,四年,5760,,1_3_0613_5_57
3,普通类本科批,0613,10613,西南交通大学,四川,公办,61,120203,会计学,,3,04,物理,A,化学,四年,5760,,1_3_0613_5_61
3,普通类本科批,0613,10613,西南交通大学,四川,公办,62,071102,应用心理学,,1,04,物理,A,化学,四年,6240,(不招色弱、色盲、单色识别不全),1_3_0613_5_62
3,普通类本科批,0613,10613,西南交通大学,四川,公办,63,080202H,机械设计制造及其自动化(中外合作办学),,1,04,物理,A,化学,四年,100000,"(西南交通大学与英国利兹大学合作办学,建议小语种考生慎重报考。成都东部国际校区)",1_3_0613_5_63
3,普通类本科批,0613,10613,西南交通大学,四川,公办,64,080205H,工业设计(中外合作办学),,1,04,物理,A,化学,四年,100000,"(西南交通大学与英国利兹大学合作办学,建议小语种考生慎重报考。成都东部国际校区)",1_3_0613_5_64
3,普通类本科批,0613,10613,西南交通大学,四川,公办,65,080401H,材料科学与工程(中外合作办学),,2,04,物理,A,化学,四年,100000,"(西南交通大学与英国利兹大学合作办学,建议小语种考生慎重报考。成都东部国际校区)",1_3_0613_5_65
3,普通类本科批,0613,10613,西南交通大学,四川,公办,66,080407H,高分子材料与工程(中外合作办学),,1,04,物理,A,化学,四年,100000,"(西南交通大学与英国利兹大学合作办学,建议小语种考生慎重报考,不招色弱、色盲、单色识别不全。成都东部国际校区)",1_3_0613_5_66
3,普通类本科批,0613,10613,西南交通大学,四川,公办,67,080701H,电子信息工程(中外合作办学),,2,04,物理,A,化学,四年,100000,"(西南交通大学与英国利兹大学合作办学,建议小语种考生慎重报考。成都东部国际校区)",1_3_0613_5_67
3,普通类本科批,0613,10613,西南交通大学,四川,公办,68,080703H,通信工程(中外合作办学),,1,04,物理,A,化学,四年,100000,"(西南交通大学与英国利兹大学合作办学,建议小语种考生慎重报考。成都东部国际校区)",1_3_0613_5_68
3,普通类本科批,0613,10613,西南交通大学,四川,公办,69,080901H,计算机科学与技术(中外合作办学),,2,04,物理,A,化学,四年,100000,"(西南交通大学与英国利兹大学合作办学,建议小语种考生慎重报考。成都东部国际校区)",1_3_0613_5_69
3,普通类本科批,0613,10613,西南交通大学,四川,公办,70,081001H,土木工程(中外合作办学),,1,04,物理,A,化学,四年,100000,"(西南交通大学与英国利兹大学合作办学,建议小语种考生慎重报考。成都东部国际校区)",1_3_0613_5_70
3,普通类本科批,0613,10613,西南交通大学,四川,公办,71,082502H,环境工程(中外合作办学),,2,04,物理,A,化学,四年,78000,"(西南交通大学与美国俄克拉荷马州立大学合作举办的中外合作办学项目,建议小语种考生慎重报考,不招色弱、色盲、单色识别不全)",1_3_0613_5_71
3,普通类本科批,0613,10613,西南交通大学,四川,公办,72,082901H,安全工程(中外合作办学),,2,04,物理,A,化学,四年,78000,"(西南交通大学与美国俄克拉荷马州立大学合作举办的中外合作办学项目,建议小语种考生慎重报考)",1_3_0613_5_72
3,普通类本科批,0614,10614,电子科技大学,四川,公办,A4,0807,电子信息类(信息与通信)(电子信息工程、通信工程、网络工程、物联网工程、信息对抗技术),,7,04,物理,A,化学,四年,6500,,1_3_0614_5_A4
3,普通类本科批,0614,10614,电子科技大学,四川,公办,A5,00600,工科试验班(电子工程类)(电子科学与技术、电磁场与无线技术),,9,04,物理,A,化学,四年,6500,,1_3_0614_5_A5
3,普通类本科批,0614,10614,电子科技大学,四川,公办,A6,080710,集成电路设计与集成系统(国家示范性微电子学院),,4,04,物理,A,化学,四年,9800,,1_3_0614_5_A6
3,普通类本科批,0614,10614,电子科技大学,四川,公办,AB,00600,工科试验班(机器人、电气信息、智能制造)(机械设计制造及其自动化、电气工程及其自动化、工业工程、机器人工程、智能电网信息工程),(高校专项计划),1,04,物理,A,化学,四年,6500,"(特控线上录取)(教育部高校专项计划,只投档符合报考条件的考生)",1_3_0614_5_AB
3,普通类本科批,0614,10614,电子科技大学,四川,公办,B1,080901,计算机科学与技术(AI交叉复合型创新人才双学位培养计划),,4,04,物理,A,化学,四年,6500,,1_3_0614_5_B1
3,普通类本科批,0614,10614,电子科技大学,四川,公办,B2,080701,电子信息工程(AI交叉复合型创新人才双学位培养计划),,3,04,物理,A,化学,四年,6500,,1_3_0614_5_B2
3,普通类本科批,0614,10614,电子科技大学,四川,公办,B5,080801,自动化(AI交叉复合型创新人才双学位培养计划),,2,04,物理,A,化学,四年,6500,,1_3_0614_5_B5
3,普通类本科批,0614,10614,电子科技大学,四川,公办,B7,0809,计算机类(计算机科学与技术、网络空间安全、数据科学与大数据技术、人工智能),,7,04,物理,A,化学,四年,6500,,1_3_0614_5_B7
3,普通类本科批,0614,10614,电子科技大学,四川,公办,B8,00600,工科试验班(机器人、电气信息、智能制造)(机械设计制造及其自动化、电气工程及其自动化、工业工程、机器人工程、智能电网信息工程),,4,04,物理,A,化学,四年,6500,,1_3_0614_5_B8
3,普通类本科批,0614,10614,电子科技大学,四川,公办,B9,0807,电子信息类(光电集成与光网络)(光电信息科学与工程、信息工程),,4,04,物理,A,化学,四年,6500,,1_3_0614_5_B9
3,普通类本科批,0614,10614,电子科技大学,四川,公办,C1,0807,电子信息类(智能仪器、智能控制)(测控技术与仪器、自动化),,9,04,物理,A,化学,四年,6500,,1_3_0614_5_C1
3,普通类本科批,0626,10626,四川农业大学,四川,公办,01,090101,农学,,4,04,物理,A,化学,四年,5760,(成都校区),1_3_0626_5_01
3,普通类本科批,0626,10626,四川农业大学,四川,公办,02,090103,植物保护,,5,04,物理,A,化学,四年,5760,(成都校区),1_3_0626_5_02
3,普通类本科批,0626,10626,四川农业大学,四川,公办,04,100806,中草药栽培与鉴定,,4,04,物理,A,化学,四年,6960,(成都校区),1_3_0626_5_04
3,普通类本科批,0626,10626,四川农业大学,四川,公办,05,090301,动物科学,,6,04,物理,A,化学,四年,5760,(成都校区),1_3_0626_5_05
3,普通类本科批,0626,10626,四川农业大学,四川,公办,10,100701,药学,,4,04,物理,A,化学,四年,6960,(成都校区),1_3_0626_5_10
3,普通类本科批,0626,10626,四川农业大学,四川,公办,12,090702,草坪科学与工程,,4,04,物理,A,化学,四年,5760,(成都校区),1_3_0626_5_12
3,普通类本科批,0626,10626,四川农业大学,四川,公办,13,090601,水产养殖学,,4,04,物理,A,化学,四年,5760,(成都校区),1_3_0626_5_13
3,普通类本科批,0626,10626,四川农业大学,四川,公办,14,090501,林学,,4,04,物理,A,化学,四年,5760,(成都校区),1_3_0626_5_14
3,普通类本科批,0626,10626,四川农业大学,四川,公办,15,082402,木材科学与工程,,4,04,物理,A,化学,四年,6240,(成都校区),1_3_0626_5_15
3,普通类本科批,0626,10626,四川农业大学,四川,公办,19,082803,风景园林,,4,04,物理,K,无限制,四年,6240,(成都校区),1_3_0626_5_19
3,普通类本科批,0626,10626,四川农业大学,四川,公办,22,090201,农业资源与环境,,4,04,物理,A,化学,四年,5760,(成都校区),1_3_0626_5_22
3,普通类本科批,0626,10626,四川农业大学,四川,公办,24,082502,环境工程,,4,04,物理,A,化学,四年,6240,(成都校区),1_3_0626_5_24
3,普通类本科批,0626,10626,四川农业大学,四川,公办,32,120204,财务管理,,4,04,物理,K,无限制,四年,5760,(成都校区),1_3_0626_5_32
3,普通类本科批,0626,10626,四川农业大学,四川,公办,35,082710,食品营养与健康,,4,04,物理,A,化学,四年,6240,(成都校区),1_3_0626_5_35
3,普通类本科批,0626,10626,四川农业大学,四川,公办,36,090112,智慧农业,,4,04,物理,A,化学,四年,5760,(成都校区),1_3_0626_5_36
