批次代码,批次名称,院校代号,院校国标代码,院校名称,院校省份,办学性质,专业代号,专业国标代码,专业名称,专业属性,计划数,首选科目代码,首选科目,再选科目代码,再选科目,学制,学费,专业备注,计划ID
3,普通类本科批,0055,10055,南开大学,天津,公办,05,00700,理科试验班(数学与大数据)(数学与应用数学、信息与计算科学、统计学、数据科学),,10,04,物理,A,化学,四年,6200,(本专业大类内专业任选),1_3_0055_5_05
3,普通类本科批,0055,10055,南开大学,天津,公办,06,00600,工科试验班(信息科学与技术)(计算机科学与技术、物联网工程、信息安全、自动化、智能科学与技术、软件工程),,28,04,物理,A,化学,四年,6200,(本专业大类内专业任选),1_3_0055_5_06
3,普通类本科批,0055,10055,南开大学,天津,公办,07,00700,理科试验班(物理与光电信息技术工程)(物理学、应用物理学、光电信息科学与工程、电子信息科学与技术、微电子科学与工程、电子科学与技术、通信工程),,18,04,物理,A,化学,四年,6200,(本专业大类内专业任选),1_3_0055_5_07
3,普通类本科批,0055,10055,南开大学,天津,公办,08,00700,理科试验班(物质科学)(化学、应用化学、生物科学、材料物理、材料化学),,9,04,物理,A,化学,四年,6200,(本专业大类内专业任选),1_3_0055_5_08
3,普通类本科批,0055,10055,南开大学,天津,公办,09,00700,理科试验班(数智经济金融)(数字经济、金融科技),,6,04,物理,A,化学,四年,5200,(本专业大类内专业任选),1_3_0055_5_09
3,普通类本科批,0055,10055,南开大学,天津,公办,11,00700,理科试验班(药学类)(药学、药物化学),(高校专项计划),2,04,物理,A,化学,四年,6200,"(本专业大类内专业任选)(特控线上录取)(教育部高校专项计划,只投档符合报考条件的考生)",1_3_0055_5_11
3,普通类本科批,0055,10055,南开大学,天津,公办,21,100201,临床医学(5+3一体化),,3,04,物理,A,化学,五年,6200,,1_3_0055_5_21
3,普通类本科批,0056,10056,天津大学,天津,公办,01,00600,工科试验班(国家未来技术学院),,26,04,物理,A,化学,四年,5800,"(首批国家级未来技术学院,与国家卓越工程师学院联动培养。任选新工科战略领军工程5大未来人才培养方向(具身智能、人工智能、柔性电子、脑机接口、集成电路),或任选全校各院级大师班,或任选全校所有专业。)",1_3_0056_5_01
3,普通类本科批,0056,10056,天津大学,天津,公办,02,00600,工科试验班(全国新工科教育创新中心),,17,04,物理,A,化学,四年,5800,(任选人工智能图灵班、精仪王守融班、网安拔尖创新班、软件未来领军班、微电子吴咏诗英才班、未来能源精英班、计算机许镇宇班、自动化卓越创新班、机械学院未来机器人领军班、合成生物学大师班、化工卓越领军班、茅以升未来建设工程智慧平台、医学院瑞恒班、新材料师昌绪班),1_3_0056_5_02
3,普通类本科批,0056,10056,天津大学,天津,公办,03,00600,工科试验班(电气信息类)(电气工程及其自动化、电子信息工程、通信工程、物联网工程、智能电网信息工程、自动化、机器人工程),,40,04,物理,A,化学,四年,5800,(大类分流专业任选；转专业无次数限制；设有自动化学院卓越创新班；拥有智能配用电装备与系统全国重点实验室、智能电网教育部重点实验室。),1_3_0056_5_03
3,普通类本科批,0056,10056,天津大学,天津,公办,04,00600,工科试验班(国家特色化示范性软件学院智能与计算类)(计算机科学与技术、人工智能、软件工程、网络空间安全),,21,04,物理,A,化学,四年,5800,"(大类分流专业任选；转专业无次数限制；含计算机科学与技术拔尖计划,入选教育部“101计划”；设有人工智能图灵班、计算机许镇宇班、软件未来领军班,网安拔尖创新班,是国家一流网络安全学院、国家示范性软件学院；大类中软件工程专业后两年收14000/年)",1_3_0056_5_04
3,普通类本科批,0056,10056,天津大学,天津,公办,05,00600,工科试验班(国家试点学院精仪与光电信息类)[测控技术与仪器、电子科学与技术(光电子技术)、光电信息科学与工程、智能感知工程],,26,04,物理,A,化学,四年,5800,(大类分流专业任选；转专业无次数限制；设有精仪王守融班；拥有精密测试技术及仪器全国重点实验室、智能传感功能材料全国重点实验室。),1_3_0056_5_05
3,普通类本科批,0056,10056,天津大学,天津,公办,06,00600,工科试验班(国家示范性微电子学院集成电路类)[电子科学与技术(微电子)、集成电路设计与集成系统],,22,04,物理,A,化学,四年,5800,"(大类分流专业任选；转专业无次数限制；是国家集成电路人才培养基地；设有微电子吴咏诗英才班；在不同阶段完成1个月企业在岗实训,选修三门跨学院课程,提供至少1次本科短期境外交流学习,1次硕士国际会议,1次博士联合培养。)",1_3_0056_5_06
3,普通类本科批,0056,10056,天津大学,天津,公办,07,080705,光电信息科学与工程(与南开大学合办),,7,04,物理,A,化学,四年,5800,(以两校光学工程国家重点学科、教育部“光学信息技术科学”和“光电信息技术科学”两个重点实验室为学科依托；学位证书上注明南开大学和天津大学。),1_3_0056_5_07
3,普通类本科批,0056,10056,天津大学,天津,公办,10,00600,工科试验班(国家学科培优计划智慧与低碳化工类)(化学工程与工艺、精细化工、过程装备与控制工程),(高校专项计划),3,04,物理,A,化学,四年,5800,"(大类分流专业任选；转专业无次数限制；设有化工卓越领军班,提供国际化培养平台,具有优先出国交流和产业实践机会；拥有化学工程与低碳技术全国重点实验室。不招色盲、色弱、单色识别能力异常考生)(特控线上录取)(教育部高校专项计划,只投档符合报考条件的考生)",1_3_0056_5_10
3,普通类本科批,0056,10056,天津大学,天津,公办,17,00600,工科试验班(智能水利)(港口航道与海岸工程、水利水电工程),(高校专项计划),5,04,物理,A,化学,四年,5800,"(大类分流专业任选；转专业无次数限制；设有新工科领军班,国际化培养,项目式教学；拥有水利工程智能建设与运维全国重点实验室)(特控线上录取)(教育部高校专项计划,只投档符合报考条件的考生)",1_3_0056_5_17
3,普通类本科批,0056,10056,天津大学,天津,公办,21,00600,工科试验班(智慧海洋类)(海洋科学、海洋技术),(高校专项计划),4,04,物理,A,化学,四年,5800,"(大类分流专业任选；转专业无次数限制；教育部自然资源部科教融合平台；设有智慧海洋拔尖班,全员校内教师+校外行业领军人才双导师制,本科生科研训练及科创竞赛支持。不招色盲、色弱、单色识别能力异常考生)(特控线上录取)(教育部高校专项计划,只投档符合报考条件的考生)",1_3_0056_5_21
3,普通类本科批,0056,10056,天津大学,天津,公办,22,081001,土木工程(民族班),(民族班),3,04,物理,A,化学,四年,5800,(设有茅以升未来建设工程智慧平台。)(只招少数民族考生),1_3_0056_5_22
3,普通类本科批,0056,10056,天津大学,广东,公办,75,140007H,智能医学工程(中外合作办学)(脑机接口方向),,3,04,物理,A,化学,四年,130000,"(办学地点位于深圳,与香港理工大学合作办学。毕业授予天津大学与香港理工大学两校学士学位,保研政策与天津大学本部一致。不招色盲、色弱、单色识别能力异常考生。)",1_3_0056_5_75
3,普通类本科批,0062,10062,天津医科大学,天津,公办,2B,100101,基础医学(朱宪彝班),,1,04,物理,E,地理,五年,5800,(色盲、色弱考生不予录取),1_3_0062_5_2B
3,普通类本科批,0062,10062,天津医科大学,天津,公办,2C,100201,临床医学(5+3一体化),,4,04,物理,E,地理,五年,5800,(色盲、色弱考生不予录取),1_3_0062_5_2C
3,普通类本科批,0062,10062,天津医科大学,天津,公办,2E,100301,口腔医学(5+3一体化),,2,04,物理,E,地理,五年,5800,(色盲、色弱考生不予录取),1_3_0062_5_2E
3,普通类本科批,0062,10062,天津医科大学,天津,公办,2K,100201,临床医学,,3,04,物理,E,地理,五年,5800,(色盲、色弱考生不予录取),1_3_0062_5_2K
3,普通类本科批,0062,10062,天津医科大学,天津,公办,2M,100204,眼视光医学,,2,04,物理,E,地理,五年,5800,(色盲、色弱考生不予录取),1_3_0062_5_2M
3,普通类本科批,0062,10062,天津医科大学,天津,公办,2P,100401,预防医学,,1,04,物理,A,化学,五年,5800,(色盲、色弱考生不予录取),1_3_0062_5_2P
3,普通类本科批,0062,10062,天津医科大学,天津,公办,2Q,1007,药学类(药学、药物制剂、临床药学),,3,04,物理,A,化学,四年,5800,(色盲、色弱考生不予录取),1_3_0062_5_2Q
3,普通类本科批,0062,10062,天津医科大学,天津,公办,2R,140007,智能医学工程,,2,04,物理,A,化学,四年,5400,(色盲、色弱考生不予录取),1_3_0062_5_2R
3,普通类本科批,0062,10062,天津医科大学,天津,公办,2S,082601,生物医学工程,,1,04,物理,A,化学,四年,5400,(色盲、色弱考生不予录取),1_3_0062_5_2S
3,普通类本科批,0062,10062,天津医科大学,天津,公办,2X,083002,生物制药,,1,04,物理,E,地理,四年,5400,(色盲、色弱考生不予录取),1_3_0062_5_2X
3,普通类本科批,0062,10062,天津医科大学,天津,公办,2Z,101101,护理学,,2,04,物理,A,化学,四年,5800,(色盲、色弱考生不予录取),1_3_0062_5_2Z
3,普通类本科批,0079,10079,华北电力大学(保定),河北,公办,03,080601,电气工程及其自动化,,13,04,物理,A,化学,四年,5500,,1_3_0079_5_03
3,普通类本科批,0079,10079,华北电力大学(保定),河北,公办,04,080703,通信工程,,3,04,物理,A,化学,四年,5500,,1_3_0079_5_04
3,普通类本科批,0079,10079,华北电力大学(保定),河北,公办,05,080714,电子信息科学与技术,,2,04,物理,A,化学,四年,5500,,1_3_0079_5_05
3,普通类本科批,0079,10079,华北电力大学(保定),河北,公办,06,080710,集成电路设计与集成系统,,3,04,物理,A,化学,四年,5500,,1_3_0079_5_06
3,普通类本科批,0079,10079,华北电力大学(保定),河北,公办,07,080901,计算机科学与技术,,3,04,物理,A,化学,四年,5500,,1_3_0079_5_07
3,普通类本科批,0079,10079,华北电力大学(保定),河北,公办,08,080902,软件工程,,3,04,物理,A,化学,四年,5500,,1_3_0079_5_08
3,普通类本科批,0079,10079,华北电力大学(保定),河北,公办,09,080907,智能科学与技术,,3,04,物理,A,化学,四年,5500,,1_3_0079_5_09
3,普通类本科批,0079,10079,华北电力大学(保定),河北,公办,0A,080911,网络空间安全,,3,04,物理,A,化学,四年,5500,,1_3_0079_5_0A
3,普通类本科批,0079,10079,华北电力大学(保定),河北,公办,0B,080801,自动化,,4,04,物理,A,化学,四年,5500,,1_3_0079_5_0B
3,普通类本科批,0079,10079,华北电力大学(保定),河北,公办,0C,080803,机器人工程,,2,04,物理,A,化学,四年,5500,,1_3_0079_5_0C
3,普通类本科批,0079,10079,华北电力大学(保定),河北,公办,0D,080303,智能感知工程,,2,04,物理,A,化学,四年,5500,,1_3_0079_5_0D
3,普通类本科批,0079,10079,华北电力大学(保定),河北,公办,0F,070102,信息与计算科学,,1,04,物理,A,化学,四年,5500,,1_3_0079_5_0F
3,普通类本科批,0079,10079,华北电力大学(保定),河北,公办,0G,080910,数据科学与大数据技术,,2,04,物理,A,化学,四年,5500,,1_3_0079_5_0G
3,普通类本科批,0079,10079,华北电力大学(保定),河北,公办,0H,070202,应用物理学,,2,04,物理,A,化学,四年,5500,,1_3_0079_5_0H
3,普通类本科批,0079,10079,华北电力大学(保定),河北,公办,0J,080501,能源与动力工程,,6,04,物理,A,化学,四年,5500,,1_3_0079_5_0J
3,普通类本科批,0079,10079,华北电力大学(保定),河北,公办,0K,080504,储能科学与工程,,2,04,物理,A,化学,四年,5500,,1_3_0079_5_0K
3,普通类本科批,0079,10079,华北电力大学(保定),河北,公办,0L,080506,氢能科学与工程,,2,04,物理,A,化学,四年,5500,,1_3_0079_5_0L
3,普通类本科批,0079,10079,华北电力大学(保定),河北,公办,0M,080201,机械工程(输电线路工程),,3,04,物理,A,化学,四年,5500,,1_3_0079_5_0M
3,普通类本科批,0079,10079,华北电力大学(保定),河北,公办,0N,080201,机械工程,,5,04,物理,A,化学,四年,5500,,1_3_0079_5_0N
3,普通类本科批,0079,10079,华北电力大学(保定),河北,公办,0P,080213,智能制造工程,,2,04,物理,A,化学,四年,5500,,1_3_0079_5_0P
3,普通类本科批,0079,10079,华北电力大学(保定),河北,公办,0Q,081002,建筑环境与能源应用工程,,3,04,物理,A,化学,四年,5500,,1_3_0079_5_0Q
3,普通类本科批,0079,10079,华北电力大学(保定),河北,公办,0S,070302,应用化学,,2,04,物理,A,化学,四年,5500,,1_3_0079_5_0S
3,普通类本科批,0079,10079,华北电力大学(保定),河北,公办,0T,082502,环境工程,,2,04,物理,A,化学,四年,5500,,1_3_0079_5_0T
3,普通类本科批,0079,10079,华北电力大学(保定),河北,公办,0U,120203,会计学,,2,04,物理,K,无限制,四年,5000,,1_3_0079_5_0U
3,普通类本科批,0079,10079,华北电力大学(保定),河北,公办,0V,120102,信息管理与信息系统(能源大数据方向),,2,04,物理,K,无限制,四年,5000,,1_3_0079_5_0V
3,普通类本科批,0079,10079,华北电力大学(保定),河北,公办,0W,120105,工程造价,,1,04,物理,K,无限制,四年,5000,,1_3_0079_5_0W
3,普通类本科批,0079,10079,华北电力大学(保定),河北,公办,0X,020101,经济学(能源电力经济方向),,2,04,物理,K,无限制,四年,5000,,1_3_0079_5_0X
3,普通类本科批,0079,10079,华北电力大学(保定),河北,公办,AB,080901,计算机科学与技术,(高校专项计划),1,04,物理,A,化学,四年,5500,"(特控线上录取)(教育部高校专项计划,只投档符合报考条件的考生)",1_3_0079_5_AB
3,普通类本科批,0079,10079,华北电力大学(保定),河北,公办,AC,080501,能源与动力工程,(高校专项计划),1,04,物理,A,化学,四年,5500,"(特控线上录取)(教育部高校专项计划,只投档符合报考条件的考生)",1_3_0079_5_AC
3,普通类本科批,0079,10079,华北电力大学(保定),河北,公办,AD,082502,环境工程,(高校专项计划),1,04,物理,A,化学,四年,5500,"(特控线上录取)(教育部高校专项计划,只投档符合报考条件的考生)",1_3_0079_5_AD
3,普通类本科批,0080,10080,河北工业大学,天津,公办,04,080202,机械设计制造及其自动化,,2,04,物理,A,化学,四年,5800,,1_3_0080_5_04
3,普通类本科批,0080,10080,河北工业大学,天津,公办,0D,081002,建筑环境与能源应用工程,,2,04,物理,A,化学,四年,5800,,1_3_0080_5_0D
3,普通类本科批,0080,10080,河北工业大学,天津,公办,0F,080601,电气工程及其自动化,,4,04,物理,A,化学,四年,5800,,1_3_0080_5_0F
3,普通类本科批,0080,10080,河北工业大学,天津,公办,0H,081301,化学工程与工艺,,2,04,物理,A,化学,四年,5800,"(色弱,色盲不予录取)",1_3_0080_5_0H
3,普通类本科批,0080,10080,河北工业大学,天津,公办,0M,080206,过程装备与控制工程,,2,04,物理,A,化学,四年,5800,"(色弱,色盲不予录取)",1_3_0080_5_0M
3,普通类本科批,0080,10080,河北工业大学,天津,公办,0Q,070702,海洋技术,,2,04,物理,A,化学,四年,5300,"(色弱,色盲不予录取)",1_3_0080_5_0Q
3,普通类本科批,0080,10080,河北工业大学,天津,公办,0W,120201,工商管理,,2,04,物理,A,化学,四年,5000,,1_3_0080_5_0W
3,普通类本科批,0080,10080,河北工业大学,天津,公办,0X,120103,工程管理,,2,04,物理,A,化学,四年,5000,,1_3_0080_5_0X
3,普通类本科批,0080,10080,河北工业大学,天津,公办,14,080701,电子信息工程,,2,04,物理,A,化学,四年,5800,,1_3_0080_5_14
3,普通类本科批,0080,10080,河北工业大学,天津,公办,15,080702,电子科学与技术,,3,04,物理,A,化学,四年,5800,,1_3_0080_5_15
3,普通类本科批,0080,10080,河北工业大学,天津,公办,1B,050207,日语,,1,04,物理,K,无限制,四年,5300,,1_3_0080_5_1B
3,普通类本科批,0080,10080,河北工业大学,天津,公办,1J,080501,能源与动力工程,,2,04,物理,A,化学,四年,待定,"[河北工业大学芬兰校区招生专业,专业教学培养使用的外语语种为英语,培养模式为“1+3(一年国内加三年芬兰)”。学费：国内阶段5800人民币/年；芬兰阶段为12000欧元/年]",1_3_0080_5_1J
3,普通类本科批,0080,10080,河北工业大学,天津,公办,1L,080901,计算机科学与技术,,2,04,物理,A,化学,四年,待定,"[单色识别不全不予录取,河北工业大学芬兰校区招生专业,专业教学培养使用的外语语种为英语,培养模式为“1+3(一年国内加三年芬兰)”。学费：国内阶段5800人民币/年；芬兰阶段为12000欧元/年]",1_3_0080_5_1L
3,普通类本科批,0080,10080,河北工业大学,天津,公办,1X,080405,金属材料工程,,2,04,物理,A,化学,四年,5800,,1_3_0080_5_1X
3,普通类本科批,0080,10080,河北工业大学,天津,公办,27,080803,机器人工程,,2,04,物理,A,化学,四年,5800,,1_3_0080_5_27
3,普通类本科批,0080,10080,河北工业大学,河北,公办,2D,080905H,物联网工程(中外合作办学),,2,04,物理,A,化学,四年,60000,"[物联网工程(中外合作办学)是本校与新西兰梅西大学的合作办学项目,学制4年,采用“4+0”培养模式,四年培养过程全部在河北工业大学廊坊校区进行。学费为6万元人民币/学年]",1_3_0080_5_2D
3,普通类本科批,0112,10112,太原理工大学,山西,公办,01,080202,机械设计制造及其自动化,,3,04,物理,A,化学,四年,5500,(虎峪校区),1_3_0112_5_01
3,普通类本科批,0112,10112,太原理工大学,山西,公办,02,080207,车辆工程,,3,04,物理,A,化学,四年,5500,(虎峪校区),1_3_0112_5_02
3,普通类本科批,0112,10112,太原理工大学,山西,公办,04,080203,材料成型及控制工程,,5,04,物理,A,化学,四年,5500,(虎峪校区),1_3_0112_5_04
3,普通类本科批,0112,10112,太原理工大学,山西,公办,06,080401,材料科学与工程,,3,04,物理,A,化学,四年,5500,(虎峪校区),1_3_0112_5_06
3,普通类本科批,0112,10112,太原理工大学,山西,公办,09,080405,金属材料工程,,2,04,物理,A,化学,四年,5500,(虎峪校区),1_3_0112_5_09
3,普通类本科批,0112,10112,太原理工大学,山西,公办,0B,080501,能源与动力工程,,3,04,物理,A,化学,四年,5500,(明向校区),1_3_0112_5_0B
3,普通类本科批,0112,10112,太原理工大学,山西,公办,0C,080801,自动化,,3,04,物理,A,化学,四年,5500,(明向校区),1_3_0112_5_0C
3,普通类本科批,0112,10112,太原理工大学,山西,公办,0E,080701,电子信息工程,,3,04,物理,A,化学,四年,5500,(明向校区),1_3_0112_5_0E
3,普通类本科批,0112,10112,太原理工大学,山西,公办,0G,080702,电子科学与技术,,3,04,物理,A,化学,四年,5500,(明向校区),1_3_0112_5_0G
3,普通类本科批,0112,10112,太原理工大学,山西,公办,0J,082902,应急技术与管理,,3,04,物理,A,化学,四年,5500,(明向校区),1_3_0112_5_0J
3,普通类本科批,0112,10112,太原理工大学,山西,公办,0K,080902,软件工程,,10,04,物理,A,化学,四年,16000,(明向校区),1_3_0112_5_0K
3,普通类本科批,0112,10112,太原理工大学,山西,公办,0Q,081102,水文与水资源工程,,3,04,物理,A,化学,四年,5500,(明向校区),1_3_0112_5_0Q
3,普通类本科批,0112,10112,太原理工大学,山西,公办,0R,081301,化学工程与工艺,,3,04,物理,A,化学,四年,5500,(明向校区),1_3_0112_5_0R
3,普通类本科批,0112,10112,太原理工大学,山西,公办,0S,081302,制药工程,,3,04,物理,A,化学,四年,5500,(明向校区),1_3_0112_5_0S
3,普通类本科批,0112,10112,太原理工大学,山西,公办,0W,082502,环境工程,,3,04,物理,A,化学,四年,5500,(明向校区),1_3_0112_5_0W
3,普通类本科批,0112,10112,太原理工大学,山西,公办,0Y,081002,建筑环境与能源应用工程,,3,04,物理,A,化学,四年,5500,(明向校区),1_3_0112_5_0Y
3,普通类本科批,0112,10112,太原理工大学,山西,公办,0Z,081501,采矿工程,,3,04,物理,A,化学,四年,5500,(虎峪校区),1_3_0112_5_0Z
3,普通类本科批,0112,10112,太原理工大学,山西,公办,10,082901,安全工程,,3,04,物理,A,化学,四年,5500,(明向校区),1_3_0112_5_10
3,普通类本科批,0112,10112,太原理工大学,山西,公办,19,070102,信息与计算科学,,3,04,物理,A,化学,四年,5100,(明向校区),1_3_0112_5_19
3,普通类本科批,0112,10112,太原理工大学,山西,公办,1A,071201,统计学,,3,04,物理,A,化学,四年,5100,(明向校区),1_3_0112_5_1A
3,普通类本科批,0112,10112,太原理工大学,山西,公办,1C,070202,应用物理学,,3,04,物理,A,化学,四年,5100,(明向校区),1_3_0112_5_1C
3,普通类本科批,0112,10112,太原理工大学,山西,公办,1E,080102,工程力学,,3,04,物理,A,化学,四年,5500,(明向校区),1_3_0112_5_1E
3,普通类本科批,0112,10112,太原理工大学,山西,公办,1F,082601,生物医学工程,,3,04,物理,A,化学,四年,5500,(明向校区),1_3_0112_5_1F
3,普通类本科批,0112,10112,太原理工大学,山西,公办,1N,120103,工程管理,,2,04,物理,K,无限制,四年,5100,(明向校区),1_3_0112_5_1N
3,普通类本科批,0112,10112,太原理工大学,山西,公办,1P,120203,会计学,,2,04,物理,K,无限制,四年,5100,(明向校区),1_3_0112_5_1P
3,普通类本科批,0112,10112,太原理工大学,山西,公办,1R,080901,计算机科学与技术,,3,04,物理,A,化学,四年,5500,(明向校区),1_3_0112_5_1R
3,普通类本科批,0112,10112,太原理工大学,山西,公办,24,080204,机械电子工程,,3,04,物理,A,化学,四年,5500,(虎峪校区),1_3_0112_5_24
3,普通类本科批,0112,10112,太原理工大学,山西,公办,2F,080601,电气工程及其自动化,,3,04,物理,A,化学,四年,5500,(明向校区),1_3_0112_5_2F
3,普通类本科批,0112,10112,太原理工大学,山西,公办,2G,120601,物流管理,,2,04,物理,K,无限制,四年,5100,(明向校区),1_3_0112_5_2G
3,普通类本科批,0112,10112,太原理工大学,山西,公办,2M,080910,数据科学与大数据技术,,3,04,物理,A,化学,四年,5500,(明向校区),1_3_0112_5_2M
3,普通类本科批,0112,10112,太原理工大学,山西,公办,2Q,080206,过程装备与控制工程,,2,04,物理,A,化学,四年,5500,(明向校区),1_3_0112_5_2Q
3,普通类本科批,0112,10112,太原理工大学,山西,公办,2W,080803,机器人工程,,3,04,物理,A,化学,四年,5500,(明向校区),1_3_0112_5_2W
3,普通类本科批,0112,10112,太原理工大学,山西,公办,3A,082002,飞行器设计与工程,,3,04,物理,A,化学,四年,5500,(明向校区),1_3_0112_5_3A
3,普通类本科批,0112,10112,太原理工大学,山西,公办,3B,080717,人工智能,,3,04,物理,A,化学,四年,5500,(明向校区),1_3_0112_5_3B
3,普通类本科批,0112,10112,太原理工大学,山西,公办,3F,081101,水利水电工程,,3,04,物理,A,化学,四年,5500,(明向校区),1_3_0112_5_3F
3,普通类本科批,0112,10112,太原理工大学,山西,公办,3G,081003,给排水科学与工程,,3,04,物理,A,化学,四年,5500,(明向校区),1_3_0112_5_3G
3,普通类本科批,0112,10112,太原理工大学,山西,公办,3P,080102,工程力学(试验班),,2,04,物理,A,化学,四年,5500,(明向校区),1_3_0112_5_3P
3,普通类本科批,0112,10112,太原理工大学,山西,公办,3T,080407,高分子材料与工程,,3,04,物理,A,化学,四年,5500,(虎峪校区),1_3_0112_5_3T
3,普通类本科批,0112,10112,太原理工大学,山西,公办,3U,080901,计算机科学与技术(试验班),,2,04,物理,A,化学,四年,5500,(明向校区),1_3_0112_5_3U
3,普通类本科批,0112,10112,太原理工大学,山西,公办,5B,070301,化学,,3,04,物理,A,化学,四年,5100,(明向校区),1_3_0112_5_5B
3,普通类本科批,0112,10112,太原理工大学,山西,公办,5D,080710,集成电路设计与集成系统,,3,04,物理,A,化学,四年,5500,(明向校区),1_3_0112_5_5D
3,普通类本科批,0112,10112,太原理工大学,山西,公办,5E,080905,物联网工程,,4,04,物理,A,化学,四年,5500,(明向校区),1_3_0112_5_5E
3,普通类本科批,0112,10112,太原理工大学,山西,公办,5F,080911,网络空间安全,,3,04,物理,A,化学,四年,5500,(明向校区),1_3_0112_5_5F
3,普通类本科批,0112,10112,太原理工大学,山西,公办,5G,080720,智能测控工程,,3,04,物理,A,化学,四年,5500,(明向校区),1_3_0112_5_5G
3,普通类本科批,0112,10112,太原理工大学,山西,公办,5N,080607,能源互联网工程,,3,04,物理,A,化学,四年,5500,(明向校区),1_3_0112_5_5N
3,普通类本科批,0112,10112,太原理工大学,山西,公办,5W,081507,智能采矿工程,,3,04,物理,A,化学,四年,5500,(虎峪校区),1_3_0112_5_5W
3,普通类本科批,0112,10112,太原理工大学,山西,公办,5Y,080710,集成电路设计与集成系统(试验班),,2,04,物理,A,化学,四年,5500,(明向校区),1_3_0112_5_5Y
3,普通类本科批,0112,10112,太原理工大学,山西,公办,6H,080204,机械电子工程(试验班),,2,04,物理,A,化学,四年,5500,(明向校区),1_3_0112_5_6H
3,普通类本科批,0112,10112,太原理工大学,山西,公办,6L,070102,信息与计算科学(试验班),,2,04,物理,A,化学,四年,5100,(明向校区),1_3_0112_5_6L
3,普通类本科批,0126,10126,内蒙古大学,内蒙古,公办,32,020101,经济学,,1,04,物理,K,无限制,四年,4840,(不能准确识别红、黄、绿、蓝、紫各种颜色中任何一种颜色的导线、按键、信号灯、几何图形者不予录取),1_3_0126_5_32
3,普通类本科批,0126,10126,内蒙古大学,内蒙古,公办,36,070101,数学与应用数学,,1,04,物理,A,化学,四年,5060,,1_3_0126_5_36
3,普通类本科批,0126,10126,内蒙古大学,内蒙古,公办,3G,070302,应用化学,,1,04,物理,A,化学,四年,5060,[轻度色觉异常(俗称色弱)不予录取],1_3_0126_5_3G
3,普通类本科批,0126,10126,内蒙古大学,内蒙古,公办,3M,071001,生物科学,,1,04,物理,A,化学,四年,5060,[轻度色觉异常(俗称色弱)不予录取],1_3_0126_5_3M
3,普通类本科批,0126,10126,内蒙古大学,内蒙古,公办,41,080201,机械工程,,1,04,物理,A,化学,四年,5060,,1_3_0126_5_41
3,普通类本科批,0126,10126,内蒙古大学,内蒙古,公办,42,080207,车辆工程,,1,04,物理,A,化学,四年,5060,,1_3_0126_5_42
3,普通类本科批,0126,10126,内蒙古大学,内蒙古,公办,45,080714,电子信息科学与技术,,1,04,物理,A,化学,四年,5060,,1_3_0126_5_45
3,普通类本科批,0126,10126,内蒙古大学,内蒙古,公办,46,080703,通信工程,,1,04,物理,A,化学,四年,5060,,1_3_0126_5_46
3,普通类本科批,0126,10126,内蒙古大学,内蒙古,公办,48,080801,自动化,,1,04,物理,A,化学,四年,5060,,1_3_0126_5_48
3,普通类本科批,0126,10126,内蒙古大学,内蒙古,公办,4C,080902,软件工程,,1,04,物理,A,化学,四年,9000,(不能准确在显示器上识别红、黄、绿、蓝、紫各颜色中任何一种颜色的数码、字母者不予录取),1_3_0126_5_4C
3,普通类本科批,0126,10126,内蒙古大学,内蒙古,公办,4H,081001,土木工程,,1,04,物理,A,化学,四年,5060,,1_3_0126_5_4H
3,普通类本科批,0126,10126,内蒙古大学,内蒙古,公办,4P,081801,交通运输,,1,04,物理,A,化学,四年,5060,[色觉异常Ⅱ度(俗称色盲)不予录取],1_3_0126_5_4P
3,普通类本科批,0126,10126,内蒙古大学,内蒙古,公办,4T,082601,生物医学工程,,1,04,物理,A,化学,四年,5060,[轻度色觉异常(俗称色弱)不予录取],1_3_0126_5_4T
3,普通类本科批,0126,10126,内蒙古大学,内蒙古,公办,4Y,120601,物流管理,,1,04,物理,K,无限制,四年,5060,,1_3_0126_5_4Y
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,01,050101,汉语言文学,,6,04,物理,K,无限制,四年,5520,,1_3_0140_5_01
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,03,060101,历史学,,4,04,物理,K,无限制,四年,4800,,1_3_0140_5_03
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,04,060103,考古学,,6,04,物理,K,无限制,四年,4800,"[考生身体健康状况须适应实验工作需要,色觉异常(俗称色盲、色弱)考生谨慎报考]",1_3_0140_5_04
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,05,120502,档案学,,23,04,物理,K,无限制,四年,5200,,1_3_0140_5_05
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,06,010101,哲学,,14,04,物理,K,无限制,四年,4800,,1_3_0140_5_06
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,07,120402,行政管理,,8,04,物理,K,无限制,四年,5200,,1_3_0140_5_07
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,08,120403,劳动与社会保障,,8,04,物理,K,无限制,四年,5200,,1_3_0140_5_08
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,09,050301,新闻学,,8,04,物理,K,无限制,四年,4800,,1_3_0140_5_09
3,普通类本科批,0140,10140,辽宁大学,辽宁,公办,10,050303,广告学,,10,04,物理,K,无限制,四年,4800,,1_3_0140_5_10
